AGS,KRS,Name,Partei,Farbe,Wahl_1990,Wahl_1994,Wahl_1998,Wahl_2002,Wahl_2005,Wahl_2009,Wahl_2013,Haushaltseinkommen,Arbeitslosenquote,Christen,Ausländeranteil,Wohnungseinbrüche,Durchschnittsalter,Gemeindetyp
7134016,7134,Buhlenberg,SPD,red,0.62,0.63,0.61,0.59,0.53,0.37,0.4,1783,6.9,82,4.9,115,46,Kleinstadt
7134029,7134,Gimbweiler,SPD,red,0.69,0.7,0.71,0.65,0.6,0.4,0.43,1783,6.9,87,4.9,115,46,Kleinstadt
7134030,7134,Gösenroth,FDP,yellow,0.28,0.22,0.19,0.23,0.28,0.29,0.18,1783,6.9,88,4.9,115,46,Landgemeinde
7134038,7134,Herborn,FDP,yellow,0.17,0.12,0.1,0.2,0.18,0.22,0.07,1783,6.9,77.2,4.9,115,46,Landgemeinde
7134047,7134,Kirschweiler,FDP,yellow,0.21,0.2,0.17,0.21,0.22,0.27,0.11,1783,6.9,74.5,4.9,115,46,Landgemeinde
7134049,7134,Krummenau,AfD,blue,0.16,0.14,0.11,0.13,0.14,0.14,0.12,1783,6.9,67.9,4.9,115,46,Landgemeinde
7135018,7135,Büchel,AfD,blue,0.11,0.11,0.1,0.1,0.1,0.13,0.13,1825,3.8,90,5.2,142,45.6,Landgemeinde
7135091,7135,Wollmerath,CDU/CSU,black,0.83,0.85,0.81,0.78,0.63,0.6,0.78,1825,3.8,93,5.2,142,45.6,Landgemeinde
7137001,7137,Acht,AfD,blue,0.08,0.11,0.1,0.1,0.09,0.12,0.15,1794,4.8,,5.4,151,44.4,Landgemeinde
7137035,7137,Herresbach,CDU/CSU,black,0.86,0.8,0.79,0.78,0.71,0.68,0.72,1794,4.8,88,5.4,151,44.4,Landgemeinde
7137226,7137,Vallendar,FDP,yellow,0.15,0.11,0.09,0.11,0.15,0.21,0.07,1794,4.8,76.6,5.4,151,44.4,Kleinstadt
7137230,7137,Winningen,FDP,yellow,0.2,0.14,0.15,0.14,0.21,0.25,0.09,1794,4.8,81.5,5.4,151,44.4,Landgemeinde
7138027,7138,Harschbach,AfD,blue,0.12,0.11,0.11,0.1,0.11,0.11,0.11,1871,5.9,52.7,7.1,211,44.4,Landgemeinde
7138050,7138,Niederwambach,FDP,yellow,0.17,0.12,0.12,0.15,0.14,0.23,0.07,1871,5.9,69.4,7.1,211,44.4,Landgemeinde
7138061,7138,Rengsdorf,FDP,yellow,0.21,0.14,0.14,0.12,0.17,0.22,0.07,1871,5.9,68,7.1,211,44.4,Landgemeinde
7138062,7138,Rheinbreitbach,FDP,yellow,0.17,0.11,0.14,0.12,0.16,0.2,0.07,1871,5.9,72.1,7.1,211,44.4,Kleinstadt
7138078,7138,Woldert,FDP,yellow,0.24,0.15,0.11,0.2,0.16,0.22,0.09,1871,5.9,73,7.1,211,44.4,Landgemeinde
7140008,7140,Belgweiler,SPD,red,0.6,0.65,0.69,0.64,0.54,0.43,0.45,1830,4.7,,5.1,110,44.8,Kleinstadt
7140029,7140,Dill,FDP,yellow,0.32,0.23,0.17,0.19,0.23,0.22,0.18,1830,4.7,,5.1,110,44.8,Kleinstadt
7140056,7140,Holzbach,FDP,yellow,0.17,0.13,0.12,0.13,0.15,0.23,0.09,1830,4.7,83,5.1,110,44.8,Kleinstadt
7140058,7140,Horn,SPD,red,0.65,0.64,0.66,0.57,0.54,0.43,0.47,1830,4.7,88.9,5.1,110,44.8,Kleinstadt
7140065,7140,Keidelheim,FDP,yellow,0.3,0.18,0.18,0.18,0.19,0.2,0.13,1830,4.7,,5.1,110,44.8,Kleinstadt
7140077,7140,Kümbdchen,FDP,yellow,0.2,0.14,0.13,0.16,0.2,0.25,0.1,1830,4.7,85,5.1,110,44.8,Kleinstadt
7140082,7140,Lautzenhausen,FDP,yellow,0.19,0.12,0.1,0.19,0.21,0.26,0.12,1830,4.7,80,5.1,110,44.8,Kleinstadt
7140106,7140,Niederkumbd,FDP,yellow,0.25,0.12,0.14,0.17,0.18,0.22,0.12,1830,4.7,86,5.1,110,44.8,Kleinstadt
7140130,7140,Rohrbach,FDP,yellow,0.23,0.24,0.14,0.24,0.21,0.25,0.1,1830,4.7,,5.1,110,44.8,Kleinstadt
7140135,7140,Schlierschied,FDP,yellow,0.28,0.1,0.14,0.18,0.22,0.28,0.08,1830,4.7,71,5.1,110,44.8,Kleinstadt
7141001,7141,Allendorf,SPD,red,0.66,0.68,0.68,0.63,0.5,0.38,0.42,1825,4.3,78,5.9,141,45.3,Landgemeinde
7141022,7141,Cramberg,AfD,blue,0.1,0.11,0.11,0.12,0.13,0.14,0.12,1825,4.3,90,5.9,141,45.3,Kleinstadt
7141027,7141,Dienethal,SPD,red,0.57,0.65,0.64,0.64,0.62,0.42,0.44,1825,4.3,80,5.9,141,45.3,Landgemeinde
7141045,7141,Geilnau,SPD,red,0.77,0.79,0.79,0.71,0.63,0.58,0.61,1825,4.3,81.7,5.9,141,45.3,Kleinstadt
7141047,7141,Gemmerich,AfD,blue,0.09,0.09,0.09,0.09,0.1,0.12,0.11,1825,4.3,82,5.9,141,45.3,Kleinstadt
7141080,7141,Lipporn,AfD,blue,0.14,0.14,0.12,0.12,0.13,0.18,0.14,1825,4.3,79,5.9,141,45.3,Kleinstadt
7141087,7141,Misselberg,AfD,blue,0.13,0.13,0.11,0.14,0.12,0.13,0.21,1825,4.3,72.1,5.9,141,45.3,Landgemeinde
7141089,7141,Mudershausen,AfD,blue,0.09,0.1,0.09,0.09,0.09,0.1,0.12,1825,4.3,67,5.9,141,45.3,Landgemeinde
7141106,7141,Oberwies,AfD,blue,0.09,0.09,0.09,0.08,0.09,0.11,0.11,1825,4.3,87.8,5.9,141,45.3,Landgemeinde
7141125,7141,Schiesheim,AfD,blue,0.08,0.08,0.1,0.1,0.1,0.11,0.13,1825,4.3,22,5.9,141,45.3,Landgemeinde
7143225,7143,Giesenhausen,SPD,red,0.69,0.63,0.62,0.62,0.57,0.44,0.4,1899,4,81,6.7,171,43.8,Kleinstadt
7143252,7143,Kundert,SPD,red,0.75,0.82,0.74,0.72,0.65,0.56,0.62,1899,4,86.6,6.7,171,43.8,Kleinstadt
7143265,7143,Mörsbach,SPD,red,0.67,0.71,0.65,0.66,0.56,0.5,0.54,1899,4,80,6.7,171,43.8,Kleinstadt
7143267,7143,Mudenbach,SPD,red,0.66,0.68,0.68,0.63,0.54,0.44,0.46,1899,4,79,6.7,171,43.8,Kleinstadt
7143312,7143,Willmenrod,SPD,red,0.59,0.63,0.6,0.63,0.55,0.42,0.46,1899,4,78,6.7,171,43.8,Kleinstadt
7143314,7143,Winnen,SPD,red,0.58,0.65,0.65,0.59,0.53,0.44,0.43,1899,4,79.2,6.7,171,43.8,Kleinstadt
7143315,7143,Zehnhausen bei Rennerod,SPD,red,0.62,0.67,0.65,0.62,0.5,0.37,0.44,1899,4,73,6.7,171,43.8,Landgemeinde
7143316,7143,Zehnhausen bei Wallmerod,AfD,blue,0.16,0.18,0.17,0.14,0.12,0.14,0.13,1899,4,,6.7,171,43.8,Landgemeinde
7143502,7143,Mähren,AfD,blue,0.1,0.1,0.1,0.12,0.12,0.13,0.13,1899,4,68.5,6.7,171,43.8,Landgemeinde
7231016,7231,Burgen,FDP,yellow,0.17,0.1,0.14,0.12,0.16,0.22,0.09,1958,3.9,83.5,6.6,114,44.9,Kleinstadt
7231020,7231,Diefenbach,AfD,blue,0.15,0.16,0.12,0.13,0.12,0.16,0.13,1958,3.9,6,6.6,114,44.9,Kleinstadt
7231032,7231,Etgert,AfD,blue,0.12,0.11,0.1,0.11,0.17,0.16,0.14,1958,3.9,68,6.6,114,44.9,Landgemeinde
7231040,7231,Gornhausen,FDP,yellow,0.18,0.18,0.12,0.13,0.18,0.27,0.08,1958,3.9,,6.6,114,44.9,Kleinstadt
7231072,7231,Kröv,FDP,yellow,0.16,0.11,0.14,0.15,0.22,0.25,0.12,1958,3.9,88.6,6.6,114,44.9,Kleinstadt
7231090,7231,Mülheim an der Mosel,FDP,yellow,0.17,0.13,0.14,0.18,0.2,0.28,0.1,1958,3.9,84.7,6.6,114,44.9,Kleinstadt
7231112,7231,Rorodt,AfD,blue,0.16,0.14,0.15,0.17,0.16,0.17,0.16,1958,3.9,,6.6,114,44.9,Landgemeinde
7231120,7231,Starkenburg,FDP,yellow,0.18,0.11,0.16,0.12,0.27,0.39,0.11,1958,3.9,85,6.6,114,44.9,Kleinstadt
7231132,7231,Willwerscheid,AfD,blue,0.21,0.14,0.13,0.11,0.11,0.1,0.12,1958,3.9,,6.6,114,44.9,Kleinstadt
7232017,7232,Birtlingen,AfD,blue,0.18,0.19,0.19,0.2,0.26,0.24,0.28,1776,3.3,,8.9,121,43.7,Landgemeinde
7232266,7232,Matzerath,AfD,blue,0.09,0.1,0.09,0.09,0.1,0.11,0.12,1776,3.3,86.4,8.9,121,43.7,Kleinstadt
7233032,7233,Hörschhausen,AfD,blue,0.09,0.11,0.11,0.11,0.11,0.1,0.13,1754,4.7,3,5.2,204,45.6,Landgemeinde
7331009,7331,Bermersheim,AfD,blue,0.15,0.14,0.13,0.14,0.12,0.13,0.14,1809,4.4,71,6.8,194,43.4,Kleinstadt
7331022,7331,Esselborn,AfD,blue,0.14,0.14,0.13,0.11,0.1,0.13,0.13,1809,4.4,81,6.8,194,43.4,Landgemeinde
7331051,7331,Nieder-Wiesen,SPD,red,0.65,0.68,0.69,0.62,0.54,0.39,0.46,1809,4.4,84,6.8,194,43.4,Landgemeinde
7331052,7331,Ober-Flörsheim,AfD,blue,0.11,0.11,0.11,0.11,0.11,0.12,0.11,1809,4.4,74.3,6.8,194,43.4,Landgemeinde
7331065,7331,Vendersheim,FDP,yellow,0.22,0.18,0.16,0.16,0.2,0.23,0.08,1809,4.4,73.4,6.8,194,43.4,Kleinstadt
7332003,7332,Battenberg,FDP,yellow,0.22,0.17,0.21,0.13,0.17,0.28,0.13,2043,4.1,,6.5,264,45.8,Landgemeinde
7332008,7332,Dackenheim,FDP,yellow,0.17,0.17,0.19,0.22,0.23,0.22,0.12,2043,4.1,73,6.5,264,45.8,Landgemeinde
7332020,7332,Friedelsheim,FDP,yellow,0.16,0.13,0.14,0.15,0.17,0.26,0.08,2043,4.1,68.5,6.5,264,45.8,Landgemeinde
7332046,7332,Wachenheim an der Weinstraße,FDP,yellow,0.19,0.13,0.14,0.12,0.16,0.21,0.07,2043,4.1,70.5,6.5,264,45.8,Landgemeinde
7333016,7333,Dörrmoschel,AfD,blue,0.06,0.09,0.08,0.08,0.08,0.1,0.12,1714,5.5,7,5.9,133,44.2,Kleinstadt
7333024,7333,Gehrweiler,SPD,red,0.74,0.76,0.7,0.66,0.62,0.49,0.58,1714,5.5,84,5.9,133,44.2,Kleinstadt
7333025,7333,Gerbach,FDP,yellow,0.2,0.12,0.16,0.17,0.15,0.2,0.09,1714,5.5,83,5.9,133,44.2,Kleinstadt
7334004,7334,Erlenbach bei Kandel,FDP,yellow,0.19,0.15,0.13,0.17,0.16,0.21,0.1,1769,4.5,78.2,9.9,140,42.9,Kleinstadt
7335201,7335,Lambsborn,SPD,red,0.68,0.65,0.66,0.62,0.58,0.4,0.48,1718,5.7,82,6.1,174,44.3,Kleinstadt
7336004,7336,Altenkirchen,SPD,red,0.69,0.68,0.69,0.62,0.5,0.37,0.43,1649,4.9,85.2,4,178,45.7,Kleinstadt
7336022,7336,Erdesbach,SPD,red,0.66,0.65,0.68,0.63,0.52,0.38,0.44,1649,4.9,80,4,178,45.7,Landgemeinde
7336024,7336,Etschberg,SPD,red,0.74,0.75,0.69,0.69,0.57,0.4,0.47,1649,4.9,83,4,178,45.7,Kleinstadt
7336047,7336,Hüffler,SPD,red,0.66,0.65,0.7,0.62,0.53,0.37,0.45,1649,4.9,88.7,4,178,45.7,Landgemeinde
7336054,7336,Krottelbach,SPD,red,0.69,0.75,0.71,0.65,0.53,0.37,0.48,1649,4.9,85.1,4,178,45.7,Landgemeinde
7336082,7336,Rehweiler,SPD,red,0.6,0.59,0.63,0.57,0.54,0.37,0.4,1649,4.9,74,4,178,45.7,Landgemeinde
7336091,7336,Schellweiler,SPD,red,0.67,0.62,0.64,0.62,0.51,0.37,0.46,1649,4.9,81.8,4,178,45.7,Kleinstadt
7336095,7336,Sankt Julian,SPD,red,0.65,0.7,0.67,0.66,0.53,0.4,0.49,1649,4.9,84.9,4,178,45.7,Kleinstadt
7336101,7336,Wahnwegen,SPD,red,0.77,0.74,0.68,0.68,0.57,0.37,0.46,1649,4.9,90,4,178,45.7,Landgemeinde
7337018,7337,Dierbach,FDP,yellow,0.17,0.13,0.16,0.16,0.17,0.23,0.14,1857,4.1,79.9,5.4,182,45,Kleinstadt
7337051,7337,Leinsweiler,FDP,yellow,0.24,0.16,0.18,0.22,0.19,0.22,0.08,1857,4.1,71,5.4,182,45,Landgemeinde
7337055,7337,Niederhorbach,FDP,yellow,0.22,0.16,0.14,0.19,0.25,0.26,0.14,1857,4.1,83,5.4,182,45,Kleinstadt
7337078,7337,Völkersweiler,Grüne,green,0.11,0.14,0.14,0.12,0.12,0.17,0.13,1857,4.1,82,5.4,182,45,Kleinstadt
7337079,7337,Vorderweidenthal,SPD,red,0.59,0.65,0.66,0.61,0.54,0.48,0.51,1857,4.1,84,5.4,182,45,Kleinstadt
7339002,7339,Aspisheim,FDP,yellow,0.26,0.14,0.17,0.22,0.24,0.25,0.11,2175,4.1,75,7.3,182,43.6,Landgemeinde
7339017,7339,Essenheim,Grüne,green,0.07,0.11,0.11,0.13,0.12,0.15,0.13,2175,4.1,66.9,7.3,182,43.6,Kleinstadt
7339029,7339,Horrweiler,FDP,yellow,0.16,0.12,0.12,0.15,0.17,0.24,0.09,2175,4.1,78.6,7.3,182,43.6,Landgemeinde
7339066,7339,Wintersheim,FDP,yellow,0.15,0.17,0.18,0.2,0.17,0.26,0.09,2175,4.1,78,7.3,182,43.6,Kleinstadt
7340005,7340,Darstein,AfD,blue,0.11,0.1,0.09,0.11,0.1,0.12,0.12,1810,4.7,,3.1,152,46.5,Landgemeinde
7340204,7340,Biedershausen,FDP,yellow,0.2,0.2,0.18,0.12,0.18,0.22,0.17,1810,4.7,88.5,3.1,152,46.5,Landgemeinde
7340208,7340,Dietrichingen,FDP,yellow,0.16,0.12,0.14,0.21,0.2,0.23,0.11,1810,4.7,,3.1,152,46.5,Landgemeinde
7340211,7340,Hornbach,FDP,yellow,0.15,0.11,0.12,0.18,0.18,0.22,0.13,1810,4.7,84,3.1,152,46.5,Landgemeinde
7340502,7340,Bundenthal,FDP,yellow,0.33,0.21,0.19,0.23,0.25,0.27,0.12,1810,4.7,88.9,3.1,152,46.5,Kleinstadt
8115002,8115,Altdorf,FDP,yellow,0.17,0.13,0.12,0.11,0.14,0.21,0.07,1947,3.5,67.7,15.3,129,42.7,Kleinstadt
8116081,8116,Aichtal,Grüne,green,0.07,0.1,0.11,0.13,0.12,0.16,0.12,1959,3.5,67.6,14.5,110,43.1,Kleinstadt
8117012,8117,Bad Boll,Grüne,green,0.11,0.16,0.17,0.21,0.21,0.23,0.17,1856,4.1,68,13.3,79,43.8,Kleinstadt
8117028,8117,Gruibingen,FDP,yellow,0.19,0.13,0.1,0.11,0.17,0.23,0.08,1856,4.1,76.5,13.3,79,43.8,Landgemeinde
8117043,8117,Schlat,FDP,yellow,0.17,0.14,0.16,0.13,0.17,0.25,0.09,1856,4.1,84.2,13.3,79,43.8,Mittelstadt
8118014,8118,Erdmannhausen,Grüne,green,0.07,0.11,0.11,0.13,0.12,0.17,0.12,1947,3.7,68.3,15.3,117,42.7,Kleinstadt
8118016,8118,Freudental,Grüne,green,0.07,0.12,0.12,0.13,0.12,0.17,0.14,1947,3.7,69.4,15.3,117,42.7,Kleinstadt
8118067,8118,Schwieberdingen,FDP,yellow,0.17,0.13,0.12,0.11,0.15,0.2,0.07,1947,3.7,62.2,15.3,117,42.7,Kleinstadt
8119090,8119,Remshalden,FDP,yellow,0.18,0.13,0.12,0.11,0.17,0.23,0.09,1972,3.9,70,13.2,99,43.5,Kleinstadt
8125008,8125,Beilstein,FDP,yellow,0.21,0.17,0.18,0.12,0.18,0.26,0.1,1911,3.5,63,11.3,150,42.6,Kleinstadt
8125030,8125,Flein,FDP,yellow,0.2,0.15,0.14,0.11,0.17,0.24,0.08,1911,3.5,71.4,11.3,150,42.6,Kleinstadt
8125086,8125,Schwaigern,FDP,yellow,0.18,0.15,0.12,0.11,0.15,0.24,0.09,1911,3.5,74.4,11.3,150,42.6,Kleinstadt
8126047,8126,Kupferzell,FDP,yellow,0.18,0.16,0.17,0.14,0.14,0.21,0.09,1884,3,75.3,7.7,89,42.5,Kleinstadt
8127009,8127,Braunsbach,FDP,yellow,0.16,0.15,0.16,0.13,0.14,0.22,0.07,1781,3.5,82.7,7.8,62,42.4,Landgemeinde
8127046,8127,Kirchberg an der Jagst,Grüne,green,0.11,0.15,0.15,0.18,0.16,0.19,0.15,1781,3.5,72.3,7.8,62,42.4,Kleinstadt
8127047,8127,Langenburg,Grüne,green,0.09,0.13,0.11,0.16,0.16,0.15,0.12,1781,3.5,82.4,7.8,62,42.4,Landgemeinde
8127052,8127,Mainhardt,FDP,yellow,0.17,0.14,0.14,0.13,0.14,0.21,0.08,1781,3.5,74.4,7.8,62,42.4,Kleinstadt
8127079,8127,Sulzbach-Laufen,FDP,yellow,0.17,0.14,0.14,0.21,0.21,0.29,0.11,1781,3.5,81,7.8,62,42.4,Kleinstadt
8127099,8127,Wolpertshausen,Grüne,green,0.09,0.11,0.11,0.15,0.14,0.18,0.12,1781,3.5,74,7.8,62,42.4,Kleinstadt
8221000,8221,Heidelberg,Grüne,green,0.1,0.18,0.18,0.23,0.2,0.22,0.18,1846,5.4,58.6,18.4,134,39.9,Großstadt
8226012,8226,Dossenheim,Grüne,green,0.1,0.15,0.15,0.21,0.17,0.19,0.16,1930,4.5,69,10.2,131,43.7,Kleinstadt
8226020,8226,Eschelbronn,AfD,blue,0.1,0.09,0.09,0.1,0.1,0.11,0.11,1930,4.5,76.3,10.2,131,43.7,Kleinstadt
8226022,8226,Gaiberg,Grüne,green,0.08,0.11,0.1,0.15,0.13,0.15,0.12,1930,4.5,69,10.2,131,43.7,Kleinstadt
8226056,8226,Neckargemünd,Grüne,green,0.08,0.14,0.14,0.18,0.17,0.17,0.14,1930,4.5,67.5,10.2,131,43.7,Kleinstadt
8226082,8226,Schriesheim,Grüne,green,0.07,0.13,0.12,0.18,0.15,0.17,0.14,1930,4.5,68.9,10.2,131,43.7,Kleinstadt
8235029,8235,Gechingen,FDP,yellow,0.15,0.13,0.13,0.1,0.14,0.22,0.07,1870,4.1,69.1,11.8,117,43.5,Kleinstadt
8311000,8311,Freiburg im Breisgau,Grüne,green,0.12,0.21,0.23,0.29,0.26,0.25,0.21,1679,6,62.4,14.8,178,39.9,Großstadt
8315003,8315,Au,Grüne,green,0.12,0.13,0.22,0.25,0.23,0.23,0.19,1907,3.4,69.8,8.7,124,43.7,Kleinstadt
8315014,8315,Bollschweil,Grüne,green,0.08,0.16,0.17,0.21,0.17,0.19,0.17,1907,3.4,73.4,8.7,124,43.7,Kleinstadt
8315020,8315,Buchenbach,Grüne,green,0.08,0.16,0.18,0.19,0.19,0.2,0.14,1907,3.4,80.2,8.7,124,43.7,Kleinstadt
8315022,8315,Buggingen,Grüne,green,0.07,0.11,0.12,0.14,0.14,0.18,0.14,1907,3.4,75.1,8.7,124,43.7,Kleinstadt
8315047,8315,Gundelfingen,Grüne,green,0.09,0.17,0.18,0.21,0.19,0.21,0.17,1907,3.4,67.4,8.7,124,43.7,Kleinstadt
8315064,8315,Kirchzarten,Grüne,green,0.08,0.18,0.18,0.22,0.2,0.21,0.16,1907,3.4,74.3,8.7,124,43.7,Kleinstadt
8315073,8315,Merzhausen,Grüne,green,0.11,0.22,0.24,0.28,0.26,0.25,0.22,1907,3.4,67.6,8.7,124,43.7,Kleinstadt
8315098,8315,Schallstadt,Grüne,green,0.09,0.15,0.15,0.2,0.17,0.19,0.16,1907,3.4,71.1,8.7,124,43.7,Kleinstadt
8315107,8315,Sölden,Grüne,green,0.11,0.16,0.2,0.29,0.25,0.22,0.19,1907,3.4,70.8,8.7,124,43.7,Kleinstadt
8315108,8315,Staufen im Breisgau,Grüne,green,0.07,0.14,0.16,0.19,0.19,0.21,0.18,1907,3.4,69.7,8.7,124,43.7,Kleinstadt
8315109,8315,Stegen,Grüne,green,0.08,0.15,0.17,0.2,0.18,0.2,0.16,1907,3.4,80.2,8.7,124,43.7,Kleinstadt
8315111,8315,Sulzburg,Grüne,green,0.07,0.17,0.17,0.2,0.2,0.24,0.17,1907,3.4,72.1,8.7,124,43.7,Kleinstadt
8315125,8315,Wittnau,Grüne,green,0.1,0.16,0.17,0.23,0.21,0.22,0.17,1907,3.4,77.5,8.7,124,43.7,Kleinstadt
8315132,8315,March,Grüne,green,0.08,0.13,0.13,0.18,0.17,0.17,0.14,1907,3.4,75.5,8.7,124,43.7,Kleinstadt
8316009,8316,Denzlingen,Grüne,green,0.07,0.13,0.14,0.17,0.16,0.17,0.13,1774,3.3,70,7.6,83,43.4,Kleinstadt
8316045,8316,Vörstetten,Grüne,green,0.08,0.15,0.15,0.18,0.19,0.18,0.14,1774,3.3,71.2,7.6,83,43.4,Kleinstadt
8327007,8327,Bubsheim,CDU/CSU,black,0.85,0.77,0.7,0.8,0.66,0.57,0.7,1977,2.8,80.7,12,72,42.4,Landgemeinde
8335043,8335,Konstanz,Grüne,green,0.09,0.15,0.15,0.19,0.17,0.2,0.16,1854,4.2,63.2,12,105,43.1,Mittelstadt
8335098,8335,Bodman-Ludwigshafen,FDP,yellow,0.16,0.14,0.14,0.13,0.19,0.26,0.09,1854,4.2,70.1,12,105,43.1,Kleinstadt
8336008,8336,Binzen,Grüne,green,0.08,0.12,0.13,0.14,0.14,0.18,0.12,1926,3.5,68.4,12.2,153,43.1,Landgemeinde
8415028,8415,Grabenstetten,FDP,yellow,0.19,0.18,0.15,0.11,0.17,0.24,0.09,1920,3.8,81,12.6,81,43.2,Kleinstadt
8415048,8415,Mehrstetten,FDP,yellow,0.2,0.16,0.15,0.13,0.16,0.26,0.12,1920,3.8,85,12.6,81,43.2,Kleinstadt
8416022,8416,Kirchentellinsfurt,Grüne,green,0.09,0.14,0.15,0.16,0.18,0.19,0.15,1785,3.3,67.3,11.2,88,40.7,Kleinstadt
8416023,8416,Kusterdingen,Grüne,green,0.09,0.13,0.15,0.18,0.19,0.19,0.15,1785,3.3,69.8,11.2,88,40.7,Kleinstadt
8416026,8416,Nehren,Grüne,green,0.07,0.11,0.11,0.12,0.14,0.17,0.12,1785,3.3,70.5,11.2,88,40.7,Kleinstadt
8416041,8416,Tübingen,Grüne,green,0.14,0.21,0.25,0.27,0.27,0.27,0.22,1785,3.3,63.5,11.2,88,40.7,Mittelstadt
8416048,8416,Ammerbuch,Grüne,green,0.09,0.13,0.15,0.16,0.17,0.19,0.14,1785,3.3,67.8,11.2,88,40.7,Kleinstadt
8425052,8425,Grundsheim,CDU/CSU,black,0.78,0.73,0.65,0.86,0.77,0.67,0.86,1816,2.8,95,9.8,131,42.2,Kleinstadt
8425124,8425,Unterstadion,CDU/CSU,black,0.76,0.7,0.62,0.76,0.64,0.57,0.72,1816,2.8,92.8,9.8,131,42.2,Kleinstadt
8426005,8426,Alleshausen,CDU/CSU,black,0.77,0.76,0.61,0.74,0.71,0.61,0.72,1818,2.6,92,7,72,41.9,Landgemeinde
8435020,8435,Heiligenberg,Grüne,green,0.07,0.13,0.16,0.18,0.17,0.2,0.19,1970,2.8,61.9,10.5,61,43.9,Kleinstadt
8435047,8435,Owingen,Grüne,green,0.08,0.13,0.12,0.14,0.13,0.15,0.15,1970,2.8,69.4,10.5,61,43.9,Mittelstadt
8435052,8435,Salem,Grüne,green,0.08,0.12,0.13,0.14,0.14,0.17,0.14,1970,2.8,70.3,10.5,61,43.9,Kleinstadt
8436077,8436,Unterwaldhausen,Grüne,green,0.09,0.14,0.28,0.17,0.18,0.17,0.14,1835,2.9,77,8.3,63,42.3,Landgemeinde
8437124,8437,Herdwangen-Schönach,Grüne,green,0.09,0.13,0.16,0.15,0.15,0.18,0.15,1778,3.7,71.9,7.8,54,42.9,Kleinstadt
9171115,9171,Erlbach,CDU/CSU,black,0.77,0.74,0.74,0.88,0.74,0.61,0.77,1849,3.5,95,7.9,57,44,Landgemeinde
9171119,9171,Halsbach,CDU/CSU,black,0.74,0.74,0.69,0.8,0.69,0.64,0.73,1849,3.5,89.4,7.9,57,44,Landgemeinde
9171127,9171,Pleiskirchen,CDU/CSU,black,0.78,0.76,0.72,0.83,0.71,0.63,0.72,1849,3.5,91.1,7.9,57,44,Landgemeinde
9173131,9173,Jachenau,CDU/CSU,black,0.82,0.81,0.77,0.84,0.74,0.66,0.74,2118,2.8,89,9.6,36,43.6,Landgemeinde
9175119,9175,Frauenneuharting,CDU/CSU,black,0.71,0.76,0.7,0.83,0.73,0.63,0.68,2124,2.4,87,10.4,110,42,Landgemeinde
9175136,9175,Emmering,CDU/CSU,black,0.72,0.77,0.68,0.83,0.76,0.58,0.65,2124,2.4,88.4,10.4,110,42,Landgemeinde
9176137,9176,Kinding,CDU/CSU,black,0.76,0.73,0.67,0.81,0.69,0.66,0.71,1838,1.4,92,6.5,63,41.3,Landgemeinde
9176147,9176,Mindelstetten,CDU/CSU,black,0.74,0.78,0.65,0.8,0.67,0.68,0.72,1838,1.4,84.4,6.5,63,41.3,Landgemeinde
9176155,9176,Pollenfeld,CDU/CSU,black,0.78,0.71,0.65,0.77,0.68,0.62,0.68,1838,1.4,93.8,6.5,63,41.3,Landgemeinde
9176164,9176,Titting,CDU/CSU,black,0.8,0.78,0.78,0.85,0.78,0.68,0.73,1838,1.4,95.1,6.5,63,41.3,Landgemeinde
9178124,9178,Freising,Grüne,green,0.1,0.12,0.1,0.13,0.14,0.22,0.17,1880,2.4,63.9,13.5,53,40.5,Mittelstadt
9179125,9179,Grafrath,Grüne,green,0.08,0.11,0.12,0.17,0.16,0.19,0.15,2053,3.2,63.6,11.1,35,43.4,Landgemeinde
9179126,9179,Gröbenzell,Grüne,green,0.07,0.1,0.11,0.16,0.15,0.17,0.12,2053,3.2,62.6,11.1,35,43.4,Kleinstadt
9180113,9180,Bad Bayersoien,CDU/CSU,black,0.72,0.72,0.69,0.78,0.67,0.55,0.66,2029,3.7,83,10,34,45.7,Landgemeinde
9180122,9180,Krün,CDU/CSU,black,0.73,0.77,0.71,0.79,0.66,0.59,0.67,2029,3.7,81.2,10,34,45.7,Landgemeinde
9180136,9180,Wallgau,CDU/CSU,black,0.78,0.77,0.73,0.85,0.74,0.68,0.76,2029,3.7,81.6,10,34,45.7,Landgemeinde
9181146,9181,Windach,Grüne,green,0.07,0.11,0.1,0.14,0.14,0.16,0.13,1977,3,71,6.5,44,42.6,Landgemeinde
9183123,9183,Kirchdorf,CDU/CSU,black,0.74,0.75,0.71,0.81,0.76,0.62,0.71,1835,4,91,8.3,40,43,Landgemeinde
9183134,9183,Oberneukirchen,CDU/CSU,black,0.76,0.81,0.78,0.89,0.84,0.78,0.83,1835,4,92,8.3,40,43,Landgemeinde
9183143,9183,Schönberg,CDU/CSU,black,0.74,0.78,0.68,0.85,0.75,0.71,0.74,1835,4,91.8,8.3,40,43,Landgemeinde
9184120,9184,Gräfelfing,Grüne,green,0.08,0.12,0.11,0.17,0.15,0.16,0.12,2486,3,62.3,14.1,87,42.7,Kleinstadt
9184122,9184,Grünwald,FDP,yellow,0.25,0.23,0.19,0.12,0.25,0.32,0.19,2486,3,58.4,14.1,87,42.7,Kleinstadt
